,recency,frequency,monetary,recency_score,frequency_score,monetary_score,RFM_SCORE,segment
2242,93.0,5.0,716.2,2,4,3,24,at_Risk
2243,149.0,2.0,626.77,2,3,3,23,at_Risk
2244,190.0,1.0,349.1,1,1,2,11,hibernating
2245,32.0,2.0,510.71000000000004,4,3,3,43,potential_loyalists
2246,34.0,4.0,888.8,3,4,3,34,loyal_customers
2247,265.0,1.0,267.18,1,1,2,11,hibernating
2248,85.0,8.0,3450.8400000000006,2,5,5,25,cant_loose
2249,27.0,4.0,1348.9300000000003,4,4,4,44,loyal_customers
2250,172.0,1.0,190.53,2,1,1,21,hibernating
2251,10.0,3.0,774.9,5,3,3,53,potential_loyalists
2252,314.0,1.0,559.6099999999998,1,1,3,11,hibernating
2253,65.0,4.0,3984.3199999999997,3,4,5,34,loyal_customers
2254,86.0,1.0,508.80000000000007,2,1,3,21,hibernating
2255,25.0,1.0,135.85999999999999,4,1,1,41,promising
2256,59.0,4.0,950.36,3,4,4,34,loyal_customers
2257,324.0,2.0,97.7,1,3,1,13,at_Risk
2258,39.0,1.0,43.5,3,1,1,31,about_to_sleep
2259,255.0,2.0,383.34000000000003,1,3,2,13,at_Risk
2260,20.0,5.0,1404.07,4,4,4,44,loyal_customers
2261,34.0,3.0,1430.54,3,3,4,33,need_attention
2262,16.0,1.0,93.78,4,1,1,41,promising
2263,27.0,2.0,397.35,4,3,2,43,potential_loyalists
2264,24.0,1.0,171.19,4,1,1,41,promising
2265,214.0,2.0,533.3,1,3,3,13,at_Risk
2266,9.0,5.0,1041.48,5,4,4,54,champions
2267,23.0,1.0,149.29000000000002,4,1,1,41,promising
2268,13.0,3.0,1067.75,5,3,4,53,potential_loyalists
2269,263.0,1.0,200.16,1,1,1,11,hibernating
2270,132.0,1.0,156.57999999999998,2,1,1,21,hibernating
2271,55.0,3.0,383.68,3,3,2,33,need_attention
2272,249.0,1.0,594.0,1,1,3,11,hibernating
2273,2.0,7.0,3213.59,5,5,5,55,champions
2274,10.0,2.0,1411.2100000000003,5,3,4,53,potential_loyalists
2275,265.0,1.0,113.5,1,1,1,11,hibernating
2276,331.0,1.0,155.17,1,1,1,11,hibernating
2277,313.0,1.0,494.64,1,1,3,11,hibernating
2278,27.0,3.0,974.5200000000001,4,3,4,43,potential_loyalists
2279,31.0,1.0,429.84,4,1,2,41,promising
2280,30.0,3.0,528.48,4,3,3,43,potential_loyalists
2281,2.0,7.0,1371.77,5,5,4,55,champions
2282,363.0,1.0,179.10000000000002,1,1,1,11,hibernating
2283,284.0,3.0,434.59000000000003,1,3,2,13,at_Risk
2284,263.0,1.0,237.07,1,1,1,11,hibernating
2285,26.0,1.0,161.64,4,1,1,41,promising
2286,355.0,1.0,214.26,1,1,1,11,hibernating
2287,95.0,3.0,234.6,2,3,1,23,at_Risk
2288,30.0,1.0,126.14,4,1,1,41,promising
2289,339.0,1.0,1041.7600000000002,1,1,4,11,hibernating
2290,20.0,18.0,7354.619999999999,4,5,5,45,loyal_customers
2291,86.0,1.0,334.53000000000003,2,1,2,21,hibernating
2292,10.0,3.0,524.88,5,3,3,53,potential_loyalists
2293,52.0,2.0,467.51,3,3,2,33,need_attention
2294,51.0,2.0,538.5500000000001,3,3,3,33,need_attention
2295,3.0,1.0,454.48,5,1,2,51,new_customers
2296,114.0,1.0,371.5600000000001,2,1,2,21,hibernating
2297,15.0,7.0,1771.2,4,5,4,45,loyal_customers
2298,78.0,1.0,454.10999999999996,2,1,2,21,hibernating
2299,41.0,2.0,1399.9199999999998,3,3,4,33,need_attention
2300,117.0,1.0,905.5,2,1,3,21,hibernating
2301,16.0,12.0,10876.82,4,5,5,45,loyal_customers
2302,162.0,4.0,225.26000000000002,2,4,1,24,at_Risk
2303,2.0,4.0,3590.4100000000003,5,4,5,54,champions
2304,31.0,3.0,2564.5,4,3,5,43,potential_loyalists
2305,93.0,1.0,91.32000000000001,2,1,1,21,hibernating
2306,23.0,3.0,1134.28,4,3,4,43,potential_loyalists
2307,96.0,6.0,3100.09,2,5,5,25,cant_loose
2308,29.0,2.0,659.4599999999998,4,3,3,43,potential_loyalists
2309,33.0,5.0,1953.4099999999999,4,4,4,44,loyal_customers
2310,22.0,2.0,1280.58,4,3,4,43,potential_loyalists
2311,18.0,2.0,1262.2,4,3,4,43,potential_loyalists
2312,3.0,27.0,13316.400000000001,5,5,5,55,champions
2313,9.0,4.0,1131.5600000000002,5,4,4,54,champions
2314,16.0,12.0,6922.029999999999,4,5,5,45,loyal_customers
2315,363.0,1.0,141.04,1,1,1,11,hibernating
2316,82.0,1.0,52.83,2,1,1,21,hibernating
2317,53.0,5.0,3610.96,3,4,5,34,loyal_customers
2318,23.0,3.0,972.0799999999999,4,3,4,43,potential_loyalists
2319,172.0,1.0,475.86000000000007,2,1,2,21,hibernating
2320,190.0,6.0,1000.2700000000001,1,5,4,15,cant_loose
2321,331.0,1.0,74.12,1,1,1,11,hibernating
2322,12.0,5.0,900.53,5,4,3,54,champions
2323,156.0,2.0,121.0,2,3,1,23,at_Risk
2324,34.0,19.0,14630.279999999999,3,5,5,35,loyal_customers
2325,13.0,11.0,4023.72,5,5,5,55,champions
2326,45.0,3.0,62.43,3,3,1,33,need_attention
2327,234.0,1.0,267.03000000000003,1,1,2,11,hibernating
2328,65.0,8.0,1921.5500000000002,3,5,4,35,loyal_customers
2329,2.0,1.0,343.5,5,1,2,51,new_customers
2330,41.0,8.0,2824.32,3,5,5,35,loyal_customers
2331,33.0,2.0,397.98999999999995,4,3,2,43,potential_loyalists
2332,85.0,1.0,412.01,2,1,2,21,hibernating
2333,25.0,1.0,148.24,4,1,1,41,promising
2334,3.0,3.0,734.3699999999999,5,3,3,53,potential_loyalists
2335,34.0,2.0,148.44,3,3,1,33,need_attention
2336,19.0,8.0,2428.5300000000007,4,5,5,45,loyal_customers
2337,255.0,1.0,229.32999999999998,1,1,1,11,hibernating
2338,23.0,11.0,3962.6,4,5,5,45,loyal_customers
2339,22.0,4.0,1497.3100000000002,4,4,4,44,loyal_customers
2340,9.0,2.0,1972.3899999999999,5,3,4,53,potential_loyalists
2341,26.0,4.0,1564.73,4,4,4,44,loyal_customers
2342,20.0,3.0,807.57,4,3,3,43,potential_loyalists
2343,174.0,4.0,502.90000000000003,2,4,3,24,at_Risk
2344,164.0,1.0,110.92000000000002,2,1,1,21,hibernating
2345,8.0,1.0,538.46,5,1,3,51,new_customers
2346,12.0,1.0,213.30000000000004,5,1,1,51,new_customers
2347,115.0,1.0,85.13,2,1,1,21,hibernating
2348,289.0,1.0,127.86,1,1,1,11,hibernating
2349,10.0,9.0,3546.7100000000005,5,5,5,55,champions
2350,55.0,2.0,288.97,3,3,2,33,need_attention
2351,8.0,14.0,4834.37,5,5,5,55,champions
2352,78.0,3.0,1681.46,2,3,4,23,at_Risk
2353,5.0,4.0,575.6300000000002,5,4,3,54,champions
2354,37.0,1.0,436.05999999999995,3,1,2,31,about_to_sleep
2355,218.0,1.0,90.12,1,1,1,11,hibernating
2356,61.0,1.0,428.92999999999995,3,1,2,31,about_to_sleep
2357,278.0,1.0,217.2,1,1,1,11,hibernating
2358,13.0,16.0,4794.86,5,5,5,55,champions
2359,25.0,1.0,279.77,4,1,2,41,promising
2360,29.0,1.0,468.90999999999997,4,1,2,41,promising
2361,12.0,4.0,800.5899999999999,5,4,3,54,champions
2362,352.0,1.0,134.55,1,1,1,11,hibernating
2363,23.0,4.0,1400.44,4,4,4,44,loyal_customers
2364,51.0,2.0,173.16000000000003,3,3,1,33,need_attention
2365,19.0,1.0,186.01000000000002,4,1,1,41,promising
2366,3.0,3.0,758.29,5,3,3,53,potential_loyalists
2367,104.0,5.0,1375.71,2,4,4,24,at_Risk
2368,8.0,12.0,4148.82,5,5,5,55,champions
2369,12.0,4.0,650.4300000000001,5,4,3,54,champions
2370,5.0,7.0,2375.4800000000005,5,5,5,55,champions
2371,32.0,2.0,591.1899999999999,4,3,3,43,potential_loyalists
2372,178.0,4.0,675.64,2,4,3,24,at_Risk
2373,38.0,1.0,921.37,3,1,3,31,about_to_sleep
2374,152.0,3.0,258.88000000000005,2,3,2,23,at_Risk
2375,163.0,1.0,127.1,2,1,1,21,hibernating
2376,69.0,2.0,327.59999999999997,3,3,2,33,need_attention
2377,121.0,13.0,828.61,2,5,3,25,cant_loose
2378,25.0,3.0,682.9100000000001,4,3,3,43,potential_loyalists
2379,24.0,4.0,720.8600000000001,4,4,3,44,loyal_customers
2380,177.0,1.0,455.29999999999995,2,1,2,21,hibernating
2381,51.0,4.0,913.6800000000001,3,4,3,34,loyal_customers
2382,256.0,3.0,478.53,1,3,3,13,at_Risk
2383,47.0,1.0,388.58,3,1,2,31,about_to_sleep
2384,71.0,1.0,199.8,3,1,1,31,about_to_sleep
2385,16.0,5.0,1771.7800000000002,4,4,4,44,loyal_customers
2386,101.0,5.0,1406.5900000000001,2,4,4,24,at_Risk
2387,36.0,1.0,324.57,3,1,2,31,about_to_sleep
2388,54.0,1.0,240.68,3,1,1,31,about_to_sleep
2389,27.0,2.0,761.74,4,3,3,43,potential_loyalists
2390,12.0,14.0,6776.56,5,5,5,55,champions
2391,9.0,9.0,1297.8700000000001,5,5,4,55,champions
2392,79.0,1.0,48.480000000000004,2,1,1,21,hibernating
2393,53.0,1.0,216.39,3,1,1,31,about_to_sleep
2394,37.0,5.0,1198.23,3,4,4,34,loyal_customers
2395,62.0,9.0,2920.16,3,5,5,35,loyal_customers
2396,337.0,1.0,104.76,1,1,1,11,hibernating
2397,29.0,4.0,1093.68,4,4,4,44,loyal_customers
2398,185.0,1.0,298.48,1,1,2,11,hibernating
2399,52.0,1.0,112.46,3,1,1,31,about_to_sleep
2400,10.0,13.0,1591.4500000000003,5,5,4,55,champions
2401,37.0,2.0,195.15,3,3,1,33,need_attention
2402,11.0,23.0,10399.74,5,5,5,55,champions
2403,33.0,4.0,776.8510000000002,4,4,3,44,loyal_customers
2404,11.0,1.0,336.40000000000003,5,1,2,51,new_customers
2405,57.0,3.0,1553.1799999999998,3,3,4,33,need_attention
2406,5.0,4.0,1293.03,5,4,4,54,champions
2407,44.0,9.0,3696.67,3,5,5,35,loyal_customers
2408,142.0,1.0,301.03,2,1,2,21,hibernating
2409,117.0,4.0,588.13,2,4,3,24,at_Risk
2410,104.0,4.0,1534.26,2,4,4,24,at_Risk
2411,75.0,2.0,675.8000000000001,2,3,3,23,at_Risk
2412,5.0,9.0,2870.24,5,5,5,55,champions
2413,46.0,2.0,1186.35,3,3,4,33,need_attention
2414,16.0,8.0,3285.3100000000004,4,5,5,45,loyal_customers
2415,18.0,1.0,243.55,4,1,2,41,promising
2416,90.0,2.0,724.76,2,3,3,23,at_Risk
2417,53.0,1.0,223.36,3,1,1,31,about_to_sleep
2418,135.0,1.0,425.32,2,1,2,21,hibernating
2419,5.0,15.0,12416.109999999999,5,5,5,55,champions
2420,106.0,4.0,1887.2,2,4,4,24,at_Risk
2421,192.0,3.0,664.0,1,3,3,13,at_Risk
2422,167.0,4.0,803.54,2,4,3,24,at_Risk
2423,19.0,1.0,612.01,4,1,3,41,promising
2424,158.0,3.0,447.64,2,3,2,23,at_Risk
2425,205.0,2.0,639.5,1,3,3,13,at_Risk
2426,337.0,2.0,816.0,1,3,3,13,at_Risk
2427,37.0,3.0,646.3,3,3,3,33,need_attention
2428,92.0,1.0,337.74,2,1,2,21,hibernating
2429,93.0,2.0,477.8399999999999,2,3,2,23,at_Risk
2430,10.0,2.0,922.5300000000001,5,3,4,53,potential_loyalists
2431,244.0,1.0,560.6700000000001,1,1,3,11,hibernating
2432,46.0,4.0,748.5,3,4,3,34,loyal_customers
2433,23.0,1.0,30.0,4,1,1,41,promising
2434,191.0,5.0,1024.1,1,4,4,14,at_Risk
2435,44.0,1.0,306.45000000000005,3,1,2,31,about_to_sleep
2436,26.0,9.0,1600.86,4,5,4,45,loyal_customers
2437,318.0,2.0,309.8,1,3,2,13,at_Risk
2438,107.0,1.0,138.14,2,1,1,21,hibernating
2439,51.0,1.0,386.43,3,1,2,31,about_to_sleep
2440,169.0,2.0,2222.2099999999996,2,3,5,23,at_Risk
2441,40.0,1.0,301.32000000000005,3,1,2,31,about_to_sleep
2442,218.0,1.0,76.32000000000001,1,1,1,11,hibernating
2443,41.0,4.0,684.34,3,4,3,34,loyal_customers
2444,297.0,1.0,173.05,1,1,1,11,hibernating
2445,19.0,7.0,2657.13,4,5,5,45,loyal_customers
2446,89.0,4.0,2726.2300000000005,2,4,5,24,at_Risk
2447,74.0,5.0,2148.9500000000003,2,4,5,24,at_Risk
2448,82.0,3.0,323.69,2,3,2,23,at_Risk
2449,19.0,3.0,3432.87,4,3,5,43,potential_loyalists
2450,50.0,1.0,657.23,3,1,3,31,about_to_sleep
2451,53.0,1.0,352.70000000000005,3,1,2,31,about_to_sleep
2452,25.0,4.0,781.2800000000001,4,4,3,44,loyal_customers
2453,10.0,3.0,1333.6799999999998,5,3,4,53,potential_loyalists
2454,26.0,5.0,1426.16,4,4,4,44,loyal_customers
2455,118.0,1.0,193.75,2,1,1,21,hibernating
2456,9.0,9.0,2993.1,5,5,5,55,champions
2457,120.0,2.0,254.1,2,3,2,23,at_Risk
2458,5.0,2.0,239.76,5,3,1,53,potential_loyalists
2459,253.0,1.0,136.8,1,1,1,11,hibernating
2460,29.0,1.0,191.03999999999996,4,1,1,41,promising
2461,1.0,14.0,6479.4,5,5,5,55,champions
2462,267.0,2.0,409.98,1,3,2,13,at_Risk
2463,34.0,8.0,2688.22,3,5,5,35,loyal_customers
2464,18.0,1.0,309.6499999999999,4,1,2,41,promising
2465,173.0,2.0,696.6799999999998,2,3,3,23,at_Risk
2466,3.0,4.0,1529.0,5,4,4,54,champions
2467,265.0,1.0,211.5,1,1,1,11,hibernating
2468,141.0,4.0,2293.62,2,4,5,24,at_Risk
2469,202.0,1.0,143.10000000000002,1,1,1,11,hibernating
2470,64.0,4.0,1060.56,3,4,4,34,loyal_customers
2471,36.0,4.0,916.9799999999998,3,4,3,34,loyal_customers
2472,41.0,7.0,3235.25,3,5,5,35,loyal_customers
2473,284.0,1.0,133.25,1,1,1,11,hibernating
2474,10.0,5.0,1072.36,5,4,4,54,champions
2475,144.0,2.0,356.7,2,3,2,23,at_Risk
2476,12.0,2.0,330.03,5,3,2,53,potential_loyalists
2477,146.0,4.0,1101.1100000000001,2,4,4,24,at_Risk
2478,235.0,1.0,150.3,1,1,1,11,hibernating
2479,33.0,13.0,5030.07,4,5,5,45,loyal_customers
2480,25.0,1.0,598.73,4,1,3,41,promising
2481,12.0,1.0,471.4000000000001,5,1,2,51,new_customers
2482,36.0,5.0,2211.2100000000005,3,4,5,34,loyal_customers
2483,365.0,1.0,190.70000000000002,1,1,1,11,hibernating
2484,202.0,2.0,218.25,1,3,1,13,at_Risk
2485,16.0,1.0,415.25,4,1,2,41,promising
2486,17.0,7.0,4807.3,4,5,5,45,loyal_customers
2487,213.0,1.0,85.0,1,1,1,11,hibernating
2488,66.0,3.0,1120.88,3,3,4,33,need_attention
2489,213.0,2.0,294.11999999999995,1,3,2,13,at_Risk
2490,283.0,1.0,162.3,1,1,1,11,hibernating
2491,115.0,2.0,1339.45,2,3,4,23,at_Risk
2492,15.0,8.0,1188.12,4,5,4,45,loyal_customers
2493,19.0,16.0,4812.42,4,5,5,45,loyal_customers
2494,67.0,1.0,449.12,3,1,2,31,about_to_sleep
2495,50.0,1.0,154.88000000000002,3,1,1,31,about_to_sleep
2496,17.0,4.0,775.9599999999999,4,4,3,44,loyal_customers
2497,78.0,1.0,34.8,2,1,1,21,hibernating
2498,20.0,4.0,1094.59,4,4,4,44,loyal_customers
2499,135.0,1.0,196.88000000000002,2,1,1,21,hibernating
2500,13.0,3.0,946.6399999999999,5,3,4,53,potential_loyalists
2501,41.0,1.0,144.35999999999999,3,1,1,31,about_to_sleep
2502,236.0,3.0,9086.34,1,3,5,13,at_Risk
2503,3.0,8.0,2463.05,5,5,5,55,champions
2504,40.0,7.0,2626.6000000000004,3,5,5,35,loyal_customers
2505,305.0,1.0,79.2,1,1,1,11,hibernating
2506,52.0,3.0,458.57,3,3,2,33,need_attention
2507,11.0,6.0,2364.25,5,5,5,55,champions
2508,62.0,4.0,528.01,3,4,3,34,loyal_customers
2509,66.0,2.0,714.4200000000001,3,3,3,33,need_attention
2510,25.0,1.0,205.25,4,2,1,42,potential_loyalists
2511,219.0,3.0,253.04000000000002,1,3,2,13,at_Risk
2512,66.0,2.0,583.75,3,3,3,33,need_attention
2513,32.0,2.0,1081.14,4,3,4,43,potential_loyalists
2514,89.0,6.0,3279.97,2,5,5,25,cant_loose
2515,65.0,1.0,315.05999999999995,3,2,2,32,about_to_sleep
2516,116.0,3.0,445.95000000000005,2,4,2,24,at_Risk
2517,8.0,26.0,42299.20695000015,5,5,5,55,champions
2518,6.0,1.0,635.6800000000001,5,2,3,52,potential_loyalists
2519,69.0,1.0,270.79999999999995,3,2,2,32,about_to_sleep
2520,246.0,1.0,104.9,1,2,1,12,hibernating
2521,134.0,1.0,241.61999999999998,2,2,1,22,hibernating
2522,242.0,4.0,1047.1100000000001,1,4,4,14,at_Risk
2523,184.0,3.0,475.28,1,4,2,14,at_Risk
2524,26.0,3.0,345.46000000000004,4,4,2,44,loyal_customers
2525,10.0,3.0,2614.7400000000002,5,4,5,54,champions
2526,11.0,1.0,246.3,5,2,2,52,potential_loyalists
2527,33.0,5.0,2323.19,4,4,5,44,loyal_customers
2528,47.0,3.0,4919.0,3,4,5,34,loyal_customers
2529,27.0,3.0,933.26,4,4,4,44,loyal_customers
2530,359.0,1.0,351.3,1,2,2,12,hibernating
2531,11.0,1.0,218.75000000000003,5,2,1,52,potential_loyalists
2532,44.0,2.0,1612.69,3,3,4,33,need_attention
2533,15.0,3.0,965.6099999999999,4,4,4,44,loyal_customers
2534,150.0,1.0,610.01,2,2,3,22,hibernating
2535,2.0,8.0,2708.61,5,5,5,55,champions
2536,114.0,4.0,2207.4,2,4,5,24,at_Risk
2537,76.0,3.0,884.14,2,4,3,24,at_Risk
2538,108.0,2.0,696.89,2,3,3,23,at_Risk
2539,47.0,3.0,1063.95,3,4,4,34,loyal_customers
2540,143.0,1.0,37.06,2,2,1,22,hibernating
2541,52.0,1.0,415.82000000000005,3,2,2,32,about_to_sleep
2542,1.0,13.0,4030.5099999999998,5,5,5,55,champions
2543,24.0,17.0,5488.18,4,5,5,45,loyal_customers
2544,47.0,3.0,784.5799999999999,3,4,3,34,loyal_customers
2545,51.0,3.0,903.9000000000001,3,4,3,34,loyal_customers
2546,307.0,4.0,3651.27,1,4,5,14,at_Risk
2547,37.0,5.0,515.77,3,4,3,34,loyal_customers
2548,79.0,4.0,1391.98,2,4,4,24,at_Risk
2549,23.0,6.0,2218.62,4,5,5,45,loyal_customers
2550,108.0,5.0,1801.14,2,4,4,24,at_Risk
2551,208.0,2.0,1303.9099999999999,1,3,4,13,at_Risk
2552,17.0,4.0,1945.33,4,4,4,44,loyal_customers
2553,64.0,5.0,2100.6,3,4,5,34,loyal_customers
2554,50.0,4.0,1905.4500000000003,3,4,4,34,loyal_customers
2555,320.0,1.0,206.98,1,2,1,12,hibernating
2556,45.0,2.0,570.9599999999999,3,3,3,33,need_attention
2557,4.0,2.0,885.4699999999999,5,3,3,53,potential_loyalists
2558,373.0,1.0,15.0,1,2,1,12,hibernating
2559,173.0,1.0,357.06,2,2,2,22,hibernating
2560,57.0,3.0,1654.3100000000002,3,4,4,34,loyal_customers
2561,74.0,14.0,1836.09,2,5,4,25,cant_loose
2562,100.0,2.0,636.1399999999998,2,3,3,23,at_Risk
2563,38.0,1.0,576.0,3,2,3,32,about_to_sleep
2564,59.0,3.0,781.7,3,4,3,34,loyal_customers
2565,255.0,1.0,836.7900000000001,1,2,3,12,hibernating
2566,71.0,4.0,2049.2700000000004,3,4,5,34,loyal_customers
2567,45.0,4.0,954.09,3,4,4,34,loyal_customers
2568,51.0,1.0,137.37,3,2,1,32,about_to_sleep
2569,65.0,1.0,391.98,3,2,2,32,about_to_sleep
2570,12.0,19.0,29287.739999999998,5,5,5,55,champions
2571,34.0,3.0,1048.49,3,4,4,34,loyal_customers
2572,59.0,2.0,355.55999999999995,3,3,2,33,need_attention
2573,73.0,4.0,1224.06,2,4,4,24,at_Risk
2574,304.0,1.0,118.95000000000002,1,2,1,12,hibernating
2575,47.0,1.0,130.73999999999998,3,2,1,32,about_to_sleep
2576,18.0,8.0,3711.77,4,5,5,45,loyal_customers
2577,39.0,2.0,389.2699999999999,3,3,2,33,need_attention
2578,20.0,2.0,234.88,4,3,1,43,potential_loyalists
2579,187.0,2.0,160.70999999999998,1,3,1,13,at_Risk
2580,52.0,1.0,110.80000000000001,3,2,1,32,about_to_sleep
2581,5.0,12.0,2969.12,5,5,5,55,champions
2582,137.0,5.0,712.24,2,4,3,24,at_Risk
2583,5.0,27.0,16143.64,5,5,5,55,champions
2584,19.0,1.0,296.99999999999994,4,2,2,42,potential_loyalists
2585,16.0,5.0,1427.5700000000002,4,4,4,44,loyal_customers
2586,41.0,8.0,965.1599999999999,3,5,4,35,loyal_customers
2587,13.0,8.0,3018.98,5,5,5,55,champions
2588,9.0,4.0,832.88,5,4,3,54,champions
2589,26.0,2.0,68.84,4,3,1,43,potential_loyalists
2590,23.0,6.0,1936.3200000000004,4,5,4,45,loyal_customers
2591,41.0,3.0,895.13,3,4,3,34,loyal_customers
2592,102.0,1.0,211.89,2,2,1,22,hibernating
2593,6.0,15.0,3810.1400000000003,5,5,5,55,champions
2594,278.0,2.0,149.64000000000001,1,3,1,13,at_Risk
2595,33.0,1.0,351.44000000000005,4,2,2,42,potential_loyalists
2596,15.0,2.0,316.25000000000006,4,3,2,43,potential_loyalists
2597,64.0,7.0,4142.0599999999995,3,5,5,35,loyal_customers
2598,2.0,2.0,490.33,5,3,3,53,potential_loyalists
2599,370.0,1.0,329.03,1,2,2,12,hibernating
2600,313.0,5.0,501.39000000000004,1,4,3,14,at_Risk
2601,199.0,4.0,516.36,1,4,3,14,at_Risk
2602,3.0,2.0,396.47999999999996,5,3,2,53,potential_loyalists
2603,93.0,3.0,379.35,2,4,2,24,at_Risk
2604,61.0,1.0,181.09000000000003,3,2,1,32,about_to_sleep
2605,81.0,1.0,168.31,2,2,1,22,hibernating
2606,157.0,2.0,420.07,2,3,2,23,at_Risk
2607,227.0,1.0,511.67999999999995,1,2,3,12,hibernating
2608,254.0,2.0,258.25,1,3,2,13,at_Risk
2609,150.0,1.0,179.17000000000002,2,2,1,22,hibernating
2610,195.0,2.0,208.59000000000003,1,3,1,13,at_Risk
2611,2.0,5.0,1383.8299999999997,5,4,4,54,champions
2612,369.0,1.0,56.25,1,2,1,12,hibernating
2613,24.0,1.0,337.28000000000003,4,2,2,42,potential_loyalists
2614,17.0,3.0,351.73,4,4,2,44,loyal_customers
2615,10.0,7.0,5126.76,5,5,5,55,champions
2616,9.0,1.0,164.67999999999998,5,2,1,52,potential_loyalists
2617,20.0,7.0,1567.6899999999998,4,5,4,45,loyal_customers
2618,4.0,3.0,882.72,5,4,3,54,champions
2619,174.0,1.0,191.93999999999997,2,2,1,22,hibernating
2620,1.0,8.0,1228.88,5,5,4,55,champions
2621,179.0,2.0,264.61999999999995,2,3,2,23,at_Risk
2622,17.0,8.0,1502.8600000000001,4,5,4,45,loyal_customers
2623,248.0,1.0,123.10000000000001,1,2,1,12,hibernating
2624,191.0,2.0,334.23,1,3,2,13,at_Risk
2625,20.0,2.0,525.6899999999999,4,3,3,43,potential_loyalists
2626,155.0,4.0,167.5,2,4,1,24,at_Risk
2627,173.0,1.0,323.03,2,2,2,22,hibernating
2628,374.0,1.0,369.50000000000006,1,2,2,12,hibernating
2629,373.0,1.0,127.08000000000001,1,2,1,12,hibernating
2630,195.0,1.0,207.14999999999998,1,2,1,12,hibernating
2631,68.0,1.0,426.63000000000005,3,2,2,32,about_to_sleep
2632,5.0,8.0,2495.8700000000003,5,5,5,55,champions
2633,22.0,3.0,1107.4600000000003,4,4,4,44,loyal_customers
2634,240.0,2.0,145.1,1,3,1,13,at_Risk
2635,65.0,1.0,145.35,3,2,1,32,about_to_sleep
2636,113.0,5.0,404.58,2,4,2,24,at_Risk
2637,90.0,15.0,5982.08,2,5,5,25,cant_loose
2638,312.0,1.0,35.8,1,2,1,12,hibernating
2639,134.0,1.0,337.43999999999994,2,2,2,22,hibernating
2640,277.0,1.0,325.1,1,2,2,12,hibernating
2641,366.0,1.0,181.0,1,2,1,12,hibernating
2642,83.0,1.0,1708.24,2,2,4,22,hibernating
2643,9.0,2.0,955.2400000000001,5,3,4,53,potential_loyalists
2644,17.0,2.0,364.72,4,3,2,43,potential_loyalists
2645,32.0,4.0,1744.71,4,4,4,44,loyal_customers
2646,9.0,2.0,708.22,5,3,3,53,potential_loyalists
2647,34.0,4.0,781.9100000000001,3,4,3,34,loyal_customers
2648,16.0,8.0,1657.28,4,5,4,45,loyal_customers
2649,25.0,14.0,4416.26,4,5,5,45,loyal_customers
2650,32.0,1.0,428.89000000000004,4,2,2,42,potential_loyalists
2651,75.0,1.0,104.35,2,2,1,22,hibernating
2652,20.0,2.0,470.76000000000005,4,3,2,43,potential_loyalists
2653,18.0,4.0,808.87,4,4,3,44,loyal_customers
2654,24.0,2.0,397.67999999999995,4,3,2,43,potential_loyalists
2655,3.0,3.0,666.0999999999999,5,4,3,54,champions
2656,304.0,1.0,314.1,1,2,2,12,hibernating
2657,18.0,12.0,4199.85,4,5,5,45,loyal_customers
2658,367.0,1.0,307.82,1,2,2,12,hibernating
2659,40.0,7.0,3442.15,3,5,5,35,loyal_customers
2660,85.0,1.0,371.01,2,2,2,22,hibernating
2661,166.0,2.0,427.64000000000004,2,3,2,23,at_Risk
2662,18.0,2.0,1054.73,4,3,4,43,potential_loyalists
2663,78.0,1.0,1098.78,2,2,4,22,hibernating
2664,89.0,3.0,2398.8599999999997,2,4,5,24,at_Risk
2665,25.0,8.0,3408.48,4,5,5,45,loyal_customers
2666,23.0,4.0,1465.12,4,4,4,44,loyal_customers
2667,3.0,10.0,2780.63,5,5,5,55,champions
2668,124.0,2.0,1142.4199999999998,2,3,4,23,at_Risk
2669,31.0,1.0,168.11999999999998,4,2,1,42,potential_loyalists
2670,13.0,7.0,1195.845,5,5,4,55,champions
2671,20.0,1.0,156.78,4,2,1,42,potential_loyalists
2672,45.0,2.0,792.1100000000001,3,3,3,33,need_attention
2673,4.0,1.0,41.989999999999995,5,2,1,52,potential_loyalists
2674,9.0,7.0,2777.67,5,5,5,55,champions
2675,55.0,1.0,414.27000000000004,3,2,2,32,about_to_sleep
2676,89.0,6.0,1032.58,2,5,4,25,cant_loose
2677,37.0,5.0,3080.2200000000003,3,4,5,34,loyal_customers
2678,3.0,3.0,7005.360000000001,5,4,5,54,champions
2679,30.0,5.0,2383.6099999999997,4,4,5,44,loyal_customers
2680,13.0,4.0,578.71,5,4,3,54,champions
2681,212.0,1.0,101.4,1,2,1,12,hibernating
2682,48.0,4.0,1693.81,3,4,4,34,loyal_customers
2683,24.0,3.0,478.78000000000003,4,4,3,44,loyal_customers
2684,23.0,4.0,972.1100000000001,4,4,4,44,loyal_customers
2685,246.0,3.0,392.4,1,4,2,14,at_Risk
2686,9.0,16.0,3352.96,5,5,5,55,champions
2687,36.0,3.0,1415.29,3,4,4,34,loyal_customers
2688,4.0,47.0,32764.03,5,5,5,55,champions
2689,38.0,3.0,646.8299999999999,3,4,3,34,loyal_customers
2690,4.0,3.0,704.55,5,4,3,54,champions
2691,4.0,8.0,1465.51,5,5,4,55,champions
2692,48.0,1.0,211.88,3,2,1,32,about_to_sleep
2693,40.0,2.0,408.90000000000003,3,3,2,33,need_attention
2694,47.0,9.0,3786.24,3,5,5,35,loyal_customers
